date;BTC_drawdown_pct;GOLD_drawdown_pct;ETF_drawdown_pct
2014-09-17;0,0;0,0;0,0
2014-09-18;-7,19;0,0;0,0
2014-09-19;-13,67;-0,59;-0,3
2014-09-22;-12,07;-0,79;-1,11
2014-09-23;-4,71;-0,15;-1,73
2014-09-24;-7,46;-0,62;-1,12
2014-09-25;-10,01;-0,33;-2,72
2014-09-26;-11,57;-0,61;-2,05
2014-09-29;-17,9;-0,64;-2,61
2014-09-30;-15,39;-1,33;-2,85
2014-10-01;-16,12;-0,86;-4,12
2014-10-02;-17,99;-0,88;-4,5
2014-10-03;-21,39;-2,69;-3,96
2014-10-06;-27,83;-1,49;-3,46
2014-10-07;-26,49;-1,21;-4,93
2014-10-08;-22,83;-0,26;-3,36
2014-10-09;-20,18;-0,12;-5,54
2014-10-10;-20,94;-0,16;-6,98
2014-10-13;-14,63;0,0;-7,62
2014-10-14;-12,35;0,0;-7,49
2014-10-15;-13,68;0,0;-8,15
2014-10-16;-16,35;0,0;-8,41
2014-10-17;-16,09;-0,19;-7,13
2014-10-20;-16,29;0,0;-6,47
2014-10-21;-15,49;0,0;-5,08
2014-10-22;-16,22;-0,57;-5,81
2014-10-23;-21,63;-1,25;-4,75
2014-10-24;-21,64;-1,39;-4,21
2014-10-27;-22,82;-1,63;-4,47
2014-10-28;-21,8;-1,6;-3,27
2014-10-29;-26,62;-3,01;-3,69
2014-10-30;-24,5;-4,02;-2,97
2014-10-31;-26,02;-6,13;-1,68
2014-11-03;-28,38;-6,56;-2,09
2014-11-04;-27,74;-6,5;-2,56
2014-11-05;-25,77;-8,52;-2,16
2014-11-06;-23,62;-8,45;-2,26
2014-11-07;-25,13;-5,87;-2,03
2014-11-10;-19,77;-7,97;-1,81
2014-11-11;-19,6;-6,65;-1,48
2014-11-12;-7,38;-7,1;-1,8
2014-11-13;-8,0;-6,96;-1,65
2014-11-14;-13,01;-4,62;-1,52
2014-11-17;-15,29;-4,97;-1,67
2014-11-18;-17,96;-4,14;-0,94
2014-11-19;-16,79;-5,28;-1,11
2014-11-20;-21,76;-4,3;-1,17
2014-11-21;-23,28;-3,86;-0,31
2014-11-24;-17,59;-4,09;-0,07
2014-11-25;-17,93;-3,87;-0,12
2014-11-26;-19,45;-4,05;0,0
2014-11-28;-17,69;-6,59;-0,61
2014-12-01;-17,07;-2,87;-1,23
2014-12-02;-16,62;-4,07;-0,81
2014-12-03;-18,0;-3,07;-0,54
2014-12-04;-19,18;-3,45;-0,77
2014-12-05;-17,6;-4,66;-0,67
2014-12-08;-20,87;-3,53;-1,6
2014-12-09;-22,98;-1,52;-1,91
2014-12-10;-24,26;-1,72;-3,39
2014-12-11;-23,36;-1,94;-3,32
2014-12-12;-22,91;-2,17;-4,95
2014-12-15;-24,49;-4,69;-5,99
2014-12-16;-28,49;-4,22;-6,27
2014-12-17;-30,08;-4,79;-4,68
2014-12-18;-31,91;-4,06;-2,6
2014-12-19;-30,5;-4,37;-2,34
2014-12-22;-27,43;-6,22;-1,76
2014-12-23;-26,84;-6,07;-1,79
2014-12-24;-29,48;-6,04;-1,61
2014-12-26;-28,3;-4,32;-1,21
2014-12-29;-31,63;-5,29;-1,43
2014-12-30;-32,05;-4,02;-2,07
2014-12-31;-29,99;-5,37;-2,95
2015-01-02;-31,12;-4,95;-3,18
2015-01-05;-39,98;-3,52;-5,09
2015-01-06;-37,42;-2,42;-6,07
2015-01-07;-35,64;-2,99;-4,84
2015-01-08;-38,04;-3,4;-3,35
2015-01-09;-36,5;-2,3;-3,95
2015-01-12;-41,44;-1,22;-4,49
2015-01-13;-50,61;-1,55;-4,43
2015-01-14;-61,06;-1,71;-4,88
2015-01-15;-54,12;0,0;-5,09
2015-01-16;-54,5;0,0;-3,98
2015-01-20;-53,79;0,0;-3,76
2015-01-21;-50,39;0,0;-3,05
2015-01-22;-48,96;0,0;-1,92
2015-01-23;-49,08;-0,8;-2,52
2015-01-26;-40,2;-1,79;-1,86
2015-01-27;-42,39;-0,66;-2,54
2015-01-28;-48,85;-1,45;-3,83
2015-01-29;-48,94;-3,57;-2,92
2015-01-30;-50,49;-1,42;-4,23
2015-02-02;-47,91;-2,24;-2,99
2015-02-03;-50,31;-3,34;-1,48
2015-02-04;-50,4;-2,91;-2,06
2015-02-05;-52,53;-2,75;-0,99
2015-02-06;-51,4;-5,26;-1,82
2015-02-09;-51,87;-4,84;-2,17
2015-02-10;-51,93;-5,4;-1,34
2015-02-11;-52,07;-6,52;-1,59
2015-02-12;-51,51;-6,3;-0,36
2015-02-13;-48,52;-5,79;0,0
2015-02-17;-46,73;-7,36;0,0
2015-02-18;-48,33;-7,1;0,0
2015-02-19;-47,46;-7,42;-0,02
2015-02-20;-46,7;-7,95;0,0
2015-02-23;-47,76;-7,83;-0,26
2015-02-24;-47,8;-7,96;0,0
2015-02-25;-48,08;-7,61;0,0
2015-02-26;-48,3;-7,31;-0,16
2015-02-27;-44,5;-7,24;-0,41
2015-03-02;-39,72;-7,63;-0,02
2015-03-03;-38,4;-7,79;-0,54
2015-03-04;-40,29;-8,08;-1,0
2015-03-05;-39,61;-8,17;-0,9
2015-03-06;-40,37;-10,68;-2,24
2015-03-09;-36,67;-10,59;-2,11
2015-03-10;-36,2;-11,03;-3,89
2015-03-11;-35,19;-11,56;-3,84
2015-03-12;-35,64;-11,59;-2,71
2015-03-13;-37,61;-11,46;-3,34
2015-03-16;-36,46;-11,51;-2,17
2015-03-17;-37,57;-11,99;-2,27
2015-03-18;-43,96;-10,27;-0,69
2015-03-19;-42,95;-10,33;-1,54
2015-03-20;-42,77;-9,31;-0,07
2015-03-23;-41,68;-8,74;0,0
2015-03-24;-46,3;-8,51;-0,29
2015-03-25;-46,17;-8,38;-1,34
2015-03-26;-45,66;-7,79;-1,83
2015-03-27;-45,98;-8,12;-1,73
2015-03-30;-45,88;-9,17;-0,88
2015-03-31;-46,6;-9,24;-1,9
2015-04-01;-45,93;-7,69;-1,6
2015-04-02;-44,68;-7,95;-1,01
2015-04-06;-44,13;-6,82;-0,2
2015-04-07;-44,64;-7,28;-0,36
2015-04-08;-46,42;-7,79;0,0
2015-04-09;-46,72;-8,43;0,0
2015-04-10;-48,38;-7,39;0,0
2015-04-13;-50,89;-8,06;-0,53
2015-04-14;-52,08;-8,62;-0,16
2015-04-15;-51,06;-7,83;0,0
2015-04-16;-50,02;-8,15;0,0
2015-04-17;-51,26;-7,69;-1,24
2015-04-20;-50,88;-8,39;-0,71
2015-04-21;-48,56;-7,87;-0,42
2015-04-22;-48,8;-9,1;0,0
2015-04-23;-48,3;-8,44;0,0
2015-04-24;-49,43;-9,73;0,0
2015-04-27;-49,86;-7,91;-0,03
2015-04-28;-50,61;-7,11;0,0
2015-04-29;-50,63;-7,76;-0,57
2015-04-30;-48,36;-9,39;-1,61
2015-05-01;-49,25;-9,7;-0,72
2015-05-04;-47,74;-8,89;-0,49
2015-05-05;-48,37;-8,63;-1,75
2015-05-06;-49,76;-8,68;-2,02
2015-05-07;-48,1;-9,43;-2,01
2015-05-08;-46,68;-8,99;-0,45
2015-05-11;-47,05;-9,34;-1,04
2015-05-12;-47,28;-8,57;-1,24
2015-05-13;-48,31;-6,93;-0,99
2015-05-14;-48,19;-6,43;0,0
2015-05-15;-48,05;-6,15;0,0
2015-05-18;-49,02;-6,16;-0,08
2015-05-19;-49,28;-7,46;-0,25
2015-05-20;-48,83;-7,31;-0,27
2015-05-21;-48,54;-7,62;0,0
2015-05-22;-47,45;-7,69;-0,4
2015-05-26;-48,15;-9,04;-1,75
2015-05-27;-48,12;-9,06;-1,03
2015-05-28;-48,09;-8,95;-1,21
2015-05-29;-48,16;-8,89;-1,98
2015-06-01;-51,26;-8,97;-2,05
2015-06-02;-50,63;-8,6;-1,89
2015-06-03;-50,61;-9,25;-1,54
2015-06-04;-50,95;-9,89;-2,49
2015-06-05;-50,81;-10,37;-3,08
2015-06-08;-50,04;-10,11;-3,46
2015-06-09;-49,92;-9,91;-3,7
2015-06-10;-49,97;-9,14;-2,27
2015-06-11;-49,77;-9,56;-1,98
2015-06-12;-49,71;-9,58;-2,67
2015-06-15;-48,22;-9,18;-3,18
2015-06-16;-45,14;-9,51;-2,94
2015-06-17;-45,49;-9,09;-2,87
2015-06-18;-45,55;-7,91;-1,91
2015-06-19;-46,51;-8,07;-2,49
2015-06-22;-45,99;-9,25;-1,32
2015-06-23;-46,58;-9,85;-1,1
2015-06-24;-47,41;-10,09;-1,79
2015-06-25;-46,91;-10,21;-2,09
2015-06-26;-46,74;-10,12;-2,18
2015-06-29;-43,79;-9,71;-4,67
2015-06-30;-42,48;-10,27;-4,51
2015-07-01;-43,45;-10,58;-3,93
2015-07-02;-44,15;-10,76;-3,87
2015-07-06;-41,17;-10,52;-5,01
2015-07-07;-41,79;-11,55;-4,91
2015-07-08;-40,79;-11,29;-6,84
2015-07-09;-41,13;-11,08;-6,07
2015-07-10;-37,71;-10,97;-4,08
2015-07-13;-36,14;-11,37;-3,34
2015-07-14;-37,14;-11,57;-2,74
2015-07-15;-37,5;-12,03;-3,0
2015-07-16;-39,19;-12,35;-2,3
2015-07-17;-38,89;-13,24;-2,36
2015-07-20;-39,0;-15,6;-2,34
2015-07-21;-39,69;-15,86;-2,58
2015-07-22;-39,38;-16,31;-3,11
2015-07-23;-39,64;-16,69;-3,6
2015-07-24;-36,97;-15,87;-4,62
2015-07-27;-35,8;-16,27;-5,51
2015-07-28;-35,62;-16,14;-4,38
2015-07-29;-36,68;-16,02;-3,79
2015-07-30;-37,09;-16,74;-3,85
2015-07-31;-37,76;-16,21;-3,72
2015-08-03;-38,51;-16,87;-4,03
2015-08-04;-37,63;-16,71;-4,13
2015-08-05;-38,36;-17,01;-3,72
2015-08-06;-39,09;-16,64;-4,37
2015-08-07;-38,87;-16,43;-4,53
2015-08-10;-42,17;-15,58;-3,27
2015-08-11;-40,88;-15,15;-4,56
2015-08-12;-41,75;-13,96;-4,9
2015-08-13;-42,26;-14,67;-4,99
2015-08-14;-41,91;-14,68;-4,77
2015-08-17;-43,59;-14,45;-4,74
2015-08-18;-53,85;-14,47;-5,19
2015-08-19;-50,43;-13,32;-6,07
2015-08-20;-48,54;-11,81;-8,14
2015-08-21;-49,15;-11,26;-10,76
2015-08-24;-53,97;-11,74;-14,13
2015-08-25;-51,54;-12,83;-14,29
2015-08-26;-50,62;-14,02;-11,39
2015-08-27;-50,85;-13,97;-9,49
2015-08-28;-49,4;-13,2;-9,57
2015-08-31;-49,7;-13,1;-10,28
2015-09-01;-50,12;-12,8;-13,22
2015-09-02;-49,87;-13,26;-11,69
2015-09-03;-50,32;-13,89;-11,51
2015-09-04;-49,64;-14,17;-13,19
2015-09-08;-46,73;-14,14;-10,89
2015-09-09;-47,92;-15,25;-11,76
2015-09-10;-47,85;-15,05;-11,16
2015-09-11;-47,5;-15,23;-10,98
2015-09-14;-49,57;-15,18;-11,42
2015-09-15;-49,64;-15,44;-10,53
2015-09-16;-49,91;-14,31;-9,28
2015-09-17;-49,75;-13,43;-9,41
2015-09-18;-49,06;-12,79;-11,26
2015-09-21;-50,35;-13,34;-11,0
2015-09-22;-49,57;-13,93;-12,57
2015-09-23;-49,65;-13,58;-12,98
2015-09-24;-48,72;-11,77;-13,28
2015-09-25;-48,58;-12,31;-13,06
2015-09-28;-47,71;-13,42;-15,11
2015-09-29;-48,25;-13,77;-15,14
2015-09-30;-48,38;-14,67;-13,36
2015-10-01;-48,06;-14,77;-13,17
2015-10-02;-48,11;-12,97;-11,68
2015-10-05;-47,44;-13,14;-9,99
2015-10-06;-46,2;-12,27;-10,07
2015-10-07;-46,87;-12,4;-9,07
2015-10-08;-47,02;-12,85;-8,27
2015-10-09;-46,66;-11,47;-8,11
2015-10-12;-46,36;-11,12;-8,21
2015-10-13;-45,44;-10,68;-9,14
2015-10-14;-44,9;-9,12;-9,04
2015-10-15;-44,39;-9,53;-7,55
2015-10-16;-42,52;-10,17;-7,39
2015-10-19;-42,4;-10,55;-7,66
2015-10-20;-41,08;-9,98;-7,82
2015-10-21;-41,78;-10,78;-8,32
2015-10-22;-40,08;-10,81;-6,99
2015-10-23;-39,54;-10,96;-6,01
2015-10-26;-37,62;-11,02;-6,37
2015-10-27;-35,76;-10,82;-6,89
2015-10-28;-33,39;-11,54;-6,05
2015-10-29;-31,37;-12,39;-6,36
2015-10-30;-28,28;-12,72;-6,73
2015-11-02;-21,02;-13,29;-5,67
2015-11-03;-11,79;-14,57;-5,38
2015-11-04;-10,01;-15,38;-5,73
2015-11-05;-15,52;-15,64;-5,93
2015-11-06;-18,12;-16,87;-6,23
2015-11-09;-16,85;-16,63;-7,24
2015-11-10;-26,35;-16,81;-7,16
2015-11-11;-31,98;-17,09;-7,32
2015-11-12;-26,06;-17,07;-8,45
2015-11-13;-26,37;-17,3;-9,39
2015-11-16;-27,68;-17,18;-8,17
2015-11-17;-26,73;-18,28;-8,14
2015-11-18;-26,84;-18,21;-7,07
2015-11-19;-28,68;-17,3;-6,82
2015-11-20;-29,59;-17,68;-6,62
2015-11-23;-29,36;-18,34;-6,99
2015-11-24;-30,02;-17,8;-6,9
2015-11-25;-28,23;-18,18;-6,82
2015-11-27;-21,71;-19,15;-6,95
2015-11-30;-17,5;-18,61;-7,23
2015-12-01;-20,74;-18,33;-6,31
2015-12-02;-21,46;-19,6;-7,26
2015-12-03;-21,05;-18,74;-8,29
2015-12-04;-20,59;-16,94;-6,97
2015-12-07;-13,51;-18,01;-7,77
2015-12-08;-9,13;-17,88;-8,69
2015-12-09;-8,7;-18,04;-9,17
2015-12-10;-9,15;-18,11;-9,23
2015-12-11;-1,18;-17,66;-10,98
2015-12-14;-2,88;-18,72;-10,66
2015-12-15;0,0;-18,93;-9,78
2015-12-16;-2,23;-17,95;-8,21
2015-12-17;-1,99;-19,75;-9,47
2015-12-18;-0,37;-18,52;-10,76
2015-12-21;-5,73;-17,63;-10,07
2015-12-22;-6,18;-18,06;-9,37
2015-12-23;-4,93;-18,3;-8,07
2015-12-24;-2,22;-17,71;-8,18
2015-12-28;-9,25;-18,33;-8,46
2015-12-29;-6,95;-18,39;-7,6
2015-12-30;-8,32;-19,01;-8,27
2015-12-31;-7,47;-18,98;-9,18
2016-01-04;-6,93;-17,84;-10,79
2016-01-05;-7,17;-17,61;-10,71
2016-01-06;-7,78;-16,42;-12,06
2016-01-07;-1,56;-15,24;-14,11
2016-01-08;-2,6;-15,61;-15,1
2016-01-11;-3,63;-16,36;-15,0
2016-01-12;-6,37;-16,79;-14,45
2016-01-13;-7,08;-16,38;-16,19
2016-01-14;-7,52;-17,74;-14,97
2016-01-15;-21,7;-16,89;-17,38
2016-01-19;-18,3;-16,97;-16,89
2016-01-20;-9,69;-15,86;-18,23
2016-01-21;-11,83;-15,76;-17,77
2016-01-22;-17,8;-16,15;-15,69
2016-01-25;-15,82;-15,29;-16,94
2016-01-26;-15,72;-14,33;-15,56
2016-01-27;-15,12;-14,01;-16,26
2016-01-28;-18,27;-14,92;-15,8
2016-01-29;-18,45;-14,6;-14,0
2016-02-01;-19,83;-13,72;-14,16
2016-02-02;-19,53;-13,69;-15,98
2016-02-03;-20,5;-12,76;-15,33
2016-02-04;-16,27;-11,71;-15,09
2016-02-05;-16,93;-10,31;-16,5
2016-02-08;-19,74;-9,1;-17,87
2016-02-09;-19,19;-9,3;-18,32
2016-02-10;-17,98;-8,6;-18,34
2016-02-11;-18,41;-4,93;-19,43
2016-02-12;-17,42;-5,49;-18,01
2016-02-16;-12,43;-8,35;-16,37
2016-02-17;-10,53;-7,79;-14,86
2016-02-18;-9,23;-5,54;-15,22
2016-02-19;-9,57;-6,11;-15,36
2016-02-22;-5,93;-7,78;-14,17
2016-02-23;-9,58;-6,4;-15,44
2016-02-24;-8,67;-6,08;-15,31
2016-02-25;-8,76;-5,84;-14,4
2016-02-26;-7,13;-6,48;-14,61
2016-02-29;-5,94;-5,26;-15,07
2016-03-01;-6,49;-5,96;-12,99
2016-03-02;-8,88;-5,23;-12,43
2016-03-03;-9,38;-3,59;-11,78
2016-03-04;-11,69;-3,75;-11,23
2016-03-07;-10,96;-3,27;-11,16
2016-03-08;-11,04;-3,71;-12,12
2016-03-09;-10,84;-4,51;-11,65
2016-03-10;-10,36;-2,98;-11,7
2016-03-11;-9,38;-4,65;-9,93
2016-03-14;-10,51;-5,88;-10,12
2016-03-15;-10,42;-5,81;-10,71
2016-03-16;-10,38;-3,71;-9,86
2016-03-17;-9,61;-4,07;-9,07
2016-03-18;-11,99;-4,34;-8,89
2016-03-21;-11,18;-5,01;-8,89
2016-03-22;-10,15;-4,73;-9,0
2016-03-23;-10,16;-6,88;-9,94
2016-03-24;-10,51;-7,11;-10,14
2016-03-28;-8,83;-6,89;-9,86
2016-03-29;-10,49;-5,17;-8,92
2016-03-30;-10,85;-6,49;-8,35
2016-03-31;-10,44;-6,06;-8,79
2016-04-01;-10,18;-6,63;-8,85
2016-04-04;-9,43;-7,25;-9,18
2016-04-05;-8,87;-6,04;-10,48
2016-04-06;-9,01;-6,62;-9,41
2016-04-07;-9,15;-5,29;-10,56
2016-04-08;-9,66;-5,43;-9,62
2016-04-11;-9,21;-4,15;-9,65
2016-04-12;-8,62;-4,14;-8,51
2016-04-13;-8,94;-5,16;-7,41
2016-04-14;-8,82;-6,48;-7,28
2016-04-15;-7,65;-5,84;-7,42
2016-04-18;-7,89;-5,98;-6,76
2016-04-19;-6,41;-4,51;-5,88
2016-04-20;-5,14;-5,0;-5,96
2016-04-21;-3,42;-4,64;-6,41
2016-04-22;-4,21;-5,86;-6,43
2016-04-25;-0,84;-5,59;-6,77
2016-04-26;0,0;-5,21;-6,45
2016-04-27;-4,59;-4,94;-6,3
2016-04-28;-3,66;-3,15;-7,16
2016-04-29;-2,36;-1,26;-7,57
2016-05-02;-4,6;-1,59;-7,0
2016-05-03;-3,39;-1,81;-8,33
2016-05-04;-4,16;-2,41;-9,2
2016-05-05;-3,89;-2,52;-9,18
2016-05-06;-1,39;-1,64;-8,92
2016-05-09;-1,2;-3,66;-9,13
2016-05-10;-3,26;-3,39;-7,83
2016-05-11;-2,87;-2,48;-8,5
2016-05-12;-2,43;-3,25;-8,51
2016-05-13;-2,24;-2,81;-9,54
2016-05-16;-2,56;-2,74;-8,45
2016-05-17;-2,64;-2,4;-9,15
2016-05-18;-2,46;-4,1;-9,26
2016-05-19;-5,87;-4,28;-9,68
2016-05-20;-5,02;-4,41;-9,07
2016-05-23;-4,71;-4,68;-9,28
2016-05-24;-4,31;-6,33;-8,07
2016-05-25;-3,54;-6,59;-7,31
2016-05-26;-2,73;-6,91;-7,13
2016-05-27;0,0;-7,67;-7,03
2016-05-31;0,0;-7,32;-7,26
2016-06-01;0,0;-7,42;-7,13
2016-06-02;0,0;-7,63;-6,97
2016-06-03;0,0;-5,07;-6,71
2016-06-06;0,0;-5,04;-6,14
2016-06-07;-1,53;-5,12;-5,76
2016-06-08;-0,66;-3,71;-5,4
2016-06-09;-1,86;-3,18;-6,09
2016-06-10;-1,38;-2,79;-7,73
2016-06-13;0,0;-2,07;-8,71
2016-06-14;-2,67;-1,96;-9,33
2016-06-15;-1,41;-1,24;-9,05
2016-06-16;0,0;-2,28;-8,98
2016-06-17;-2,27;-1,02;-8,74
2016-06-20;-3,8;-1,61;-7,46
2016-06-21;-13,0;-3,51;-7,02
2016-06-22;-22,21;-3,46;-7,11
2016-06-23;-18,57;-4,09;-5,39
2016-06-24;-13,18;0,0;-10,49
2016-06-27;-14,49;0,0;-12,15
2016-06-28;-15,57;-1,07;-10,24
2016-06-29;-16,5;-0,66;-8,54
2016-06-30;-12,13;-0,17;-7,31
2016-07-01;-11,75;0,0;-7,11
2016-07-05;-12,49;0,0;-8,26
2016-07-06;-11,61;0,0;-8,11
2016-07-07;-16,41;-0,38;-8,33
2016-07-08;-13,02;0,0;-6,93
2016-07-11;-15,48;-0,94;-6,12
2016-07-12;-13,28;-2,58;-5,21
2016-07-13;-14,59;-1,69;-5,25
2016-07-14;-14,12;-2,44;-4,67
2016-07-15;-13,45;-2,82;-4,87
2016-07-18;-12,16;-2,67;-4,57
2016-07-19;-12,19;-2,54;-5,01
2016-07-20;-13,13;-3,93;-4,47
2016-07-21;-13,22;-2,47;-4,75
2016-07-22;-15,1;-3,19;-4,45
2016-07-25;-14,64;-3,87;-4,7
2016-07-26;-14,94;-3,46;-4,54
2016-07-27;-14,61;-1,91;-4,4
2016-07-28;-14,52;-2,19;-4,36
2016-07-29;-14,27;-1,18;-3,81
2016-08-01;-20,88;-1,0;-4,12
2016-08-02;-28,56;-0,19;-4,72
2016-08-03;-26,09;-0,67;-4,62
2016-08-04;-24,54;-0,5;-4,27
2016-08-05;-24,96;-2,28;-3,66
2016-08-08;-22,87;-2,36;-3,51
2016-08-09;-23,29;-1,96;-2,97
2016-08-10;-22,73;-1,5;-3,02
2016-08-11;-23,12;-2,18;-2,38
2016-08-12;-23,33;-2,39;-2,54
2016-08-15;-25,98;-2,05;-2,13
2016-08-16;-24,65;-1,57;-2,54
2016-08-17;-25,2;-1,55;-2,44
2016-08-18;-25,05;-1,08;-2,1
2016-08-19;-24,88;-1,95;-2,46
2016-08-22;-23,43;-2,1;-2,57
2016-08-23;-23,87;-2,11;-2,38
2016-08-24;-24,29;-3,2;-2,74
2016-08-25;-24,6;-3,29;-2,95
2016-08-26;-24,36;-3,42;-3,35
2016-08-29;-25,08;-3,23;-2,92
2016-08-30;-24,64;-4,21;-3,1
2016-08-31;-24,9;-4,4;-3,48
2016-09-01;-25,32;-4,01;-3,14
2016-09-02;-24,89;-3,03;-2,38
2016-09-06;-20,34;-1,39;-1,7
2016-09-07;-19,8;-1,72;-1,72
2016-09-08;-18,27;-2,24;-1,98
2016-09-09;-18,72;-2,89;-4,26
2016-09-12;-20,63;-3,01;-3,18
2016-09-13;-20,5;-3,65;-4,9
2016-09-14;-20,31;-3,33;-4,98
2016-09-15;-20,77;-3,95;-3,98
2016-09-16;-20,79;-4,18;-4,67
2016-09-19;-20,5;-3,98;-4,42
2016-09-20;-20,62;-3,89;-4,07
2016-09-21;-22,07;-2,49;-2,56
2016-09-22;-22,19;-2,26;-1,85
2016-09-23;-21,33;-2,2;-2,53
2016-09-26;-20,65;-2,28;-3,4
2016-09-27;-20,9;-2,99;-2,85
2016-09-28;-21,09;-3,29;-2,23
2016-09-29;-20,96;-3,41;-3,25
2016-09-30;-20,43;-3,74;-2,57
2016-10-03;-20,12;-3,98;-2,77
2016-10-04;-20,37;-7,32;-3,17
2016-10-05;-20,07;-7,46;-2,59
2016-10-06;-20,0;-8,32;-2,74
2016-10-07;-19,47;-8,26;-3,14
2016-10-10;-19,22;-7,94;-2,67
2016-10-11;-16,34;-8,4;-4,03
2016-10-12;-16,98;-8,26;-4,03
2016-10-13;-16,9;-8,04;-4,44
2016-10-14;-16,43;-8,55;-4,37
2016-10-17;-16,59;-8,31;-4,65
2016-10-18;-16,75;-7,74;-3,81
2016-10-19;-17,72;-7,21;-3,48
2016-10-20;-17,68;-7,49;-3,63
2016-10-21;-17,42;-7,42;-3,66
2016-10-24;-14,69;-7,63;-3,37
2016-10-25;-14,19;-6,93;-3,51
2016-10-26;-11,48;-7,45;-3,96
2016-10-27;-10,18;-7,29;-4,16
2016-10-28;-10,0;-6,85;-4,47
2016-10-31;-8,53;-6,57;-4,44
2016-11-01;-4,77;-5,97;-5,03
2016-11-02;-3,32;-5,27;-5,72
2016-11-03;-10,13;-4,77;-5,99
2016-11-04;-8,23;-4,7;-6,47
2016-11-07;-8,24;-6,41;-4,55
2016-11-08;-7,37;-6,8;-4,03
2016-11-09;-5,62;-6,86;-3,73
2016-11-10;-6,63;-8,25;-3,99
2016-11-11;-6,51;-10,28;-4,52
2016-11-14;-8,0;-11,04;-4,78
2016-11-15;-7,14;-10,27;-3,96
2016-11-16;-2,89;-10,53;-4,36
2016-11-17;-3,31;-10,99;-3,89
2016-11-18;-1,92;-11,78;-4,36
2016-11-21;-3,53;-11,45;-3,61
2016-11-22;-1,95;-11,48;-3,22
2016-11-23;-2,83;-13,23;-3,45
2016-11-25;-3,22;-13,72;-3,09
2016-11-28;-3,98;-12,81;-3,45
2016-11-29;-4,01;-13,22;-3,2
2016-11-30;-2,69;-14,38;-3,45
2016-12-01;-1,24;-14,54;-3,91
2016-12-02;0,0;-14,08;-3,75
2016-12-05;-2,47;-14,54;-3,09
2016-12-06;-1,76;-14,63;-2,56
2016-12-07;-1,26;-14,32;-1,22
2016-12-08;-0,92;-14,52;-1,04
2016-12-09;-0,66;-15,42;-0,58
2016-12-12;0,0;-15,09;-0,89
2016-12-13;0,0;-15,38;-0,1
2016-12-14;0,0;-16,62;-1,31
2016-12-15;-0,43;-17,76;-1,16
2016-12-16;0,0;-17,22;-1,35
2016-12-19;0,0;-16,8;-1,24
2016-12-20;0,0;-17,41;-0,89
2016-12-21;0,0;-17,37;-1,14
2016-12-22;0,0;-17,57;-1,3
2016-12-23;0,0;-17,31;-1,24
2016-12-27;0,0;-16,83;-1,1
2016-12-28;0,0;-16,6;-1,59
2016-12-29;-0,25;-15,5;-1,4
2016-12-30;-1,5;-16,02;-1,55
2017-01-03;0,0;-15,36;-0,79
2017-01-04;0,0;-15,06;0,0
2017-01-05;-12,24;-13,75;0,0
2017-01-06;-21,87;-14,38;0,0
2017-01-09;-21,81;-13,68;-0,23
2017-01-10;-21,39;-13,31;-0,23
2017-01-11;-32,65;-13,04;0,0
2017-01-12;-30,3;-12,73;-0,05
2017-01-13;-28,64;-12,5;0,0
2017-01-17;-21,37;-11,24;-0,31
2017-01-18;-23,22;-11,99;-0,48
2017-01-19;-22,14;-12,07;-0,76
2017-01-20;-22,49;-11,85;-0,35
2017-01-23;-20,24;-11,29;-0,33
2017-01-24;-22,69;-11,68;0,0
2017-01-25;-21,93;-12,41;0,0
2017-01-26;-20,54;-13,22;-0,2
2017-01-27;-20,35;-13,05;-0,39
2017-01-30;-20,29;-12,68;-1,03
2017-01-31;-15,96;-11,47;-0,88
2017-02-01;-14,35;-11,74;-0,83
2017-02-02;-12,38;-11,25;-0,7
2017-02-03;-10,81;-11,03;-0,13
2017-02-06;-10,1;-9,82;-0,5
2017-02-07;-8,09;-10,01;-0,59
2017-02-08;-7,94;-9,45;-0,33
2017-02-09;-13,89;-10,14;0,0
2017-02-10;-14,38;-9,9;0,0
2017-02-13;-14,21;-10,51;0,0
2017-02-14;-13,01;-10,41;0,0
2017-02-15;-12,75;-10,01;0,0
2017-02-16;-11,02;-9,53;0,0
2017-02-17;-9,4;-9,84;-0,06
2017-02-21;-3,41;-9,78;0,0
2017-02-22;-3,23;-9,66;0,0
2017-02-23;0,0;-8,87;0,0
2017-02-24;0,0;-8,29;-0,26
2017-02-27;0,0;-8,73;-0,18
2017-02-28;0,0;-8,65;-0,51
2017-03-01;0,0;-8,78;0,0
2017-03-02;0,0;-9,91;-0,63
2017-03-03;0,0;-9,97;-0,4
2017-03-06;-0,17;-10,57;-0,68
2017-03-07;-4,04;-11,29;-0,92
2017-03-08;-9,8;-11,84;-1,25
2017-03-09;-6,78;-12,3;-1,19
2017-03-10;-12,41;-12,11;-0,65
2017-03-13;-3,38;-12,09;-0,27
2017-03-14;-2,74;-12,57;-0,84
2017-03-15;-1,99;-10,93;0,0
2017-03-16;-6,84;-10,57;0,0
2017-03-17;-13,71;-10,37;-0,05
2017-03-20;-17,31;-9,97;-0,03
2017-03-21;-12,11;-9,18;-0,99
2017-03-22;-17,71;-8,96;-0,8
2017-03-23;-18,54;-9,08;-0,76
2017-03-24;-26,47;-8,93;-0,72
2017-03-27;-17,98;-8,42;-0,65
2017-03-28;-17,87;-8,8;-0,2
2017-03-29;-18,43;-8,57;-0,16
