date,BTC_vol_30d,ETH_vol_30d,GOLD_vol_30d,ETF_vol_30d,EM_vol_30d,BOND_vol_30d
2018-10-30,28.78,73.64,10.73,17.53,25.04,9.77
2018-10-31,28.76,73.63,10.84,17.91,24.89,9.73
2018-11-01,28.34,70.6,11.4,18.21,27.01,9.61
2018-11-02,26.51,63.93,11.17,18.2,27.05,10.17
2018-11-05,25.94,62.19,11.21,18.25,26.93,10.27
2018-11-06,25.17,62.28,11.26,18.3,26.88,10.27
2018-11-07,25.27,62.2,11.12,19.22,27.5,10.01
2018-11-08,24.08,60.09,10.77,19.31,28.38,10.0
2018-11-09,24.21,59.68,11.23,19.41,28.75,10.31
2018-11-12,24.13,58.55,11.43,19.94,28.94,10.35
2018-11-13,24.1,58.58,10.93,19.97,29.07,10.15
2018-11-14,36.97,67.86,11.12,19.97,29.1,8.84
2018-11-15,36.83,67.75,11.12,20.11,29.02,8.6
2018-11-16,36.73,67.51,11.29,20.11,29.0,8.34
2018-11-19,50.59,78.66,10.73,20.49,29.27,8.28
2018-11-20,55.12,85.18,10.74,21.03,29.9,7.79
2018-11-21,56.74,87.28,10.73,19.71,29.12,7.74
2018-11-23,57.08,79.76,7.74,19.23,29.17,6.91
2018-11-26,66.52,84.16,7.62,19.39,28.11,6.87
2018-11-27,63.96,80.99,7.55,19.35,27.99,6.87
2018-11-28,74.36,89.53,7.63,19.36,27.9,7.0
2018-11-29,74.54,89.79,7.68,19.38,27.78,6.85
2018-11-30,75.83,89.98,7.69,18.84,26.58,6.92
2018-12-03,75.86,89.96,8.0,19.2,27.04,7.12
2018-12-04,76.23,90.22,8.14,20.88,27.71,8.46
2018-12-06,80.9,99.72,7.97,20.8,27.65,8.46
2018-12-07,80.67,100.23,8.28,19.95,26.49,8.25
2018-12-10,81.55,100.11,8.32,19.5,26.15,8.13
2018-12-11,81.36,99.79,8.29,19.12,25.98,8.03
2018-12-12,82.09,100.57,8.21,19.27,25.74,8.14
2018-12-13,82.38,100.46,8.12,18.81,25.22,8.0
2018-12-14,82.22,100.2,8.03,19.06,25.45,7.79
2018-12-17,88.28,109.41,7.4,18.95,23.32,7.88
2018-12-18,89.84,111.82,7.42,18.95,23.33,6.73
2018-12-19,90.05,110.47,7.62,19.2,23.75,7.42
2018-12-20,96.37,119.48,8.72,19.17,23.9,7.58
2018-12-21,96.94,119.96,8.85,18.62,23.18,7.62
2018-12-24,98.59,148.23,9.28,19.01,22.17,7.61
2018-12-26,99.29,148.94,8.6,22.43,22.39,8.4
2018-12-27,99.81,151.92,8.37,22.05,22.01,8.31
2018-12-28,103.11,162.18,8.38,22.06,21.93,8.48
2018-12-31,100.52,158.7,8.17,22.15,21.9,8.48
2019-01-02,102.3,166.02,8.18,21.89,20.86,8.49
2019-01-03,102.42,166.14,8.29,22.25,21.44,8.83
2019-01-04,96.41,160.36,8.77,24.09,23.24,9.74
2019-01-07,94.33,155.61,8.77,23.63,22.32,9.84
2019-01-08,93.74,155.24,8.87,23.57,21.71,9.91
2019-01-09,92.4,152.0,8.95,23.67,21.96,9.96
2019-01-10,87.94,154.11,9.19,23.3,21.79,10.18
2019-01-11,87.89,154.19,8.9,23.31,21.79,10.2
2019-01-14,81.01,151.04,8.88,22.5,20.79,10.14
2019-01-15,81.11,151.48,8.93,22.69,20.73,10.24
2019-01-16,79.34,150.95,8.88,22.68,21.02,10.23
2019-01-17,78.9,150.37,8.76,22.44,20.23,10.09
2019-01-18,78.75,150.62,9.17,21.18,19.22,9.14
2019-01-22,71.85,141.53,9.19,21.49,19.73,9.29
2019-01-23,71.31,141.68,8.98,20.73,19.03,9.29
2019-01-24,71.01,141.47,8.92,20.71,18.8,9.39
2019-01-25,70.65,141.05,9.73,20.92,19.01,9.53
2019-01-28,71.35,143.79,9.74,20.84,18.9,9.42
2019-01-29,69.77,143.0,9.74,20.84,18.89,9.46
2019-01-30,69.45,142.7,9.65,20.59,19.14,9.44
2019-01-31,64.01,138.58,9.55,20.01,18.84,9.6
2019-02-01,62.8,137.58,9.61,20.02,19.1,9.68
2019-02-04,62.68,137.57,9.5,19.45,18.18,8.98
2019-02-05,54.13,130.81,8.59,19.15,18.38,9.02
2019-02-06,51.93,129.86,8.76,18.09,18.81,9.02
2019-02-07,49.66,99.29,8.28,17.44,18.86,9.11
2019-02-08,53.16,106.93,8.23,14.43,18.38,8.56
2019-02-11,50.91,101.33,8.19,14.47,18.43,8.67
2019-02-12,45.94,86.31,8.14,14.74,18.39,8.38
2019-02-13,44.02,85.88,8.25,14.74,18.49,8.39
2019-02-14,40.91,70.42,8.37,14.75,18.49,8.42
2019-02-15,40.25,69.89,8.15,13.63,17.48,7.71
2019-02-19,48.23,89.46,8.76,10.72,15.23,6.98
2019-02-20,46.71,89.68,8.78,10.67,15.26,6.97
2019-02-21,46.82,89.91,9.45,10.68,15.31,7.42
2019-02-22,46.98,90.09,9.34,10.54,14.83,7.6
2019-02-25,40.0,80.84,9.14,10.52,14.99,7.4
2019-02-26,40.09,80.9,9.14,10.38,14.94,7.46
2019-02-27,40.08,81.03,9.43,10.19,14.95,8.11
2019-02-28,39.54,79.18,9.58,10.14,15.5,8.1
2019-03-01,39.52,79.17,10.81,10.18,15.16,8.53
2019-03-04,40.29,81.59,10.83,10.16,15.13,8.85
2019-03-05,41.47,84.16,10.51,9.82,15.31,8.73
2019-03-06,41.15,83.84,10.47,9.01,14.43,8.57
2019-03-07,41.08,83.76,10.46,9.67,15.3,8.76
2019-03-08,41.11,84.12,10.91,9.73,15.21,8.64
2019-03-11,41.11,84.14,10.16,9.95,15.7,8.57
2019-03-12,39.42,79.7,10.26,9.67,15.43,8.77
2019-03-13,39.32,79.69,10.34,9.74,15.43,8.69
2019-03-14,39.27,79.42,10.71,9.03,14.17,8.97
2019-03-15,39.12,79.29,10.81,9.12,14.6,8.82
2019-03-18,39.29,79.29,10.8,9.17,14.75,8.63
2019-03-19,39.11,79.25,10.77,9.08,14.74,8.55
2019-03-20,39.09,79.2,10.92,9.04,14.21,8.96
2019-03-21,39.05,79.41,10.8,9.08,13.6,8.97
2019-03-22,39.0,79.32,10.8,10.61,15.87,9.82
2019-03-25,32.78,69.24,10.97,10.6,15.79,9.77
2019-03-26,32.7,69.15,10.97,10.71,15.77,9.68
2019-03-27,33.33,69.93,11.07,10.32,15.92,9.91
2019-03-28,33.3,70.08,11.75,10.34,15.9,9.81
2019-03-29,33.22,70.11,11.62,10.44,16.15,9.76
2019-04-01,33.33,70.18,11.5,10.6,16.78,10.75
2019-04-02,54.16,62.63,10.54,10.59,16.71,10.74
2019-04-03,54.23,62.46,10.54,10.63,16.74,11.04
2019-04-04,54.19,62.39,10.15,10.58,16.78,10.67
2019-04-05,54.36,63.51,10.06,10.51,16.64,10.57
2019-04-08,54.39,64.88,10.18,10.5,16.37,10.59
2019-04-09,54.7,65.26,10.3,10.66,16.34,10.54
2019-04-10,54.71,64.9,10.17,10.66,16.14,9.91
2019-04-11,57.37,68.57,10.7,10.65,15.98,10.03
2019-04-12,57.33,68.6,9.49,10.72,16.07,9.86
2019-04-15,56.53,65.77,9.47,10.66,16.19,9.67
2019-04-16,56.43,62.99,9.82,10.65,16.09,9.89
2019-04-17,56.42,63.07,9.82,10.49,15.97,9.85
2019-04-18,56.36,63.72,9.83,9.87,14.83,9.79
2019-04-22,56.27,63.39,9.24,9.8,14.79,9.85
2019-04-23,56.48,63.24,9.16,9.26,13.93,9.81
2019-04-24,57.14,64.39,9.01,9.47,14.54,9.89
2019-04-25,59.51,67.95,8.72,9.39,14.56,9.88
2019-04-26,59.49,67.98,8.37,9.39,14.46,9.63
2019-04-29,59.69,67.7,8.33,9.18,13.89,9.69
2019-04-30,59.71,68.67,8.39,9.08,13.54,9.78
2019-05-01,59.71,68.78,8.51,9.36,13.73,9.79
2019-05-02,59.73,68.78,8.27,9.36,13.74,9.48
2019-05-03,60.19,68.52,8.47,9.61,14.16,9.5
2019-05-06,60.25,68.76,8.44,7.66,12.72,8.38
2019-05-07,59.67,68.79,8.15,9.32,14.01,8.66
2019-05-08,59.73,68.77,8.07,9.14,13.98,8.75
2019-05-09,59.87,68.17,8.02,9.16,14.38,8.41
2019-05-10,59.83,68.0,6.95,9.29,14.36,8.34
2019-05-13,85.12,77.53,7.57,11.74,16.89,8.67
2019-05-14,85.08,81.7,7.49,11.49,16.67,7.62
2019-05-15,72.21,79.16,7.42,11.57,16.7,7.79
2019-05-16,74.1,80.08,7.7,11.71,16.52,7.39
2019-05-17,77.77,83.95,7.92,11.88,16.95,7.38
2019-05-20,80.5,83.59,7.92,11.9,16.65,7.41
