date,BTC_vol_30d,ETH_vol_30d,GOLD_vol_30d,ETF_vol_30d,EM_vol_30d,BOND_vol_30d
2022-01-05,53.44,67.79,9.84,16.78,16.7,17.98
2022-01-06,52.65,65.5,10.16,16.79,16.78,17.52
2022-01-07,53.14,67.55,10.25,16.79,17.02,16.94
2022-01-10,52.03,66.9,10.26,15.17,13.84,15.06
2022-01-11,46.04,60.8,10.8,15.34,15.27,15.13
2022-01-12,47.31,60.76,10.58,14.8,15.88,14.32
2022-01-13,47.61,61.26,10.61,14.98,16.54,14.47
2022-01-14,47.99,61.83,10.5,14.45,16.21,14.95
2022-01-18,46.36,60.53,10.28,15.15,16.54,14.7
2022-01-19,44.06,59.33,11.15,14.98,16.44,14.62
2022-01-20,44.34,59.61,11.17,13.65,15.88,14.73
2022-01-21,52.46,70.27,11.24,14.35,16.4,14.52
2022-01-24,50.79,68.9,11.12,14.23,16.84,14.53
2022-01-25,51.01,68.38,11.1,14.29,16.84,14.52
2022-01-26,51.02,68.4,12.18,14.12,16.61,14.0
2022-01-27,51.19,68.41,12.47,14.11,16.91,15.23
2022-01-28,48.96,66.29,12.45,14.46,16.98,15.05
2022-01-31,49.27,69.29,12.06,15.8,19.55,15.08
2022-02-01,48.87,70.75,12.05,15.75,19.55,14.58
2022-02-02,49.88,70.87,12.02,15.62,18.99,14.57
2022-02-03,47.64,70.23,12.03,15.83,18.69,14.67
2022-02-04,59.98,79.17,11.72,15.62,18.65,15.0
2022-02-07,60.92,80.36,11.9,15.46,18.61,14.91
2022-02-08,61.0,80.31,11.91,15.26,18.77,14.9
2022-02-09,58.64,79.8,11.86,16.06,19.27,14.94
2022-02-10,58.46,80.02,11.93,16.53,19.33,15.26
2022-02-11,58.66,80.58,12.97,17.3,19.59,15.76
2022-02-14,58.5,80.62,12.91,17.3,19.64,15.99
2022-02-15,60.18,84.44,12.37,18.1,20.55,14.6
2022-02-16,60.21,84.42,12.53,18.14,20.61,14.77
2022-02-17,62.63,85.4,12.99,18.37,20.32,14.96
2022-02-18,62.67,85.28,12.33,18.45,20.52,15.32
2022-02-22,63.02,84.55,12.31,18.66,20.76,15.24
2022-02-23,63.34,84.19,12.33,18.98,21.01,15.66
2022-02-24,63.56,82.62,12.18,18.59,20.48,15.49
2022-02-25,63.35,84.0,12.24,19.81,20.64,15.49
2022-02-28,69.6,85.26,12.45,19.58,20.59,16.66
2022-03-01,69.93,85.25,13.26,20.03,20.83,16.48
2022-03-02,69.8,84.34,13.72,20.12,20.36,18.83
2022-03-03,70.4,84.87,13.14,20.23,20.56,18.97
2022-03-04,73.72,87.25,13.7,20.51,21.01,19.57
2022-03-07,67.45,76.96,14.06,21.78,23.01,19.34
2022-03-08,67.6,76.19,15.74,21.78,22.91,19.41
2022-03-09,71.57,77.93,18.47,23.62,24.72,19.58
2022-03-10,74.05,79.22,17.6,23.67,24.99,19.7
2022-03-11,74.25,79.23,17.21,23.93,25.42,18.86
2022-03-14,74.35,77.97,17.94,23.38,26.01,19.85
2022-03-15,74.26,76.36,18.98,23.0,23.61,19.83
2022-03-16,75.35,77.4,19.01,25.14,34.2,20.15
2022-03-17,73.94,76.56,19.02,25.27,34.2,20.14
2022-03-18,74.09,77.58,19.27,24.94,34.47,20.5
2022-03-21,66.26,70.48,19.33,24.91,34.66,21.1
2022-03-22,64.8,69.12,19.47,25.18,35.18,21.32
2022-03-23,64.88,69.35,19.76,25.26,35.03,22.41
2022-03-24,65.27,68.87,19.82,25.05,34.68,22.46
2022-03-25,65.08,67.25,19.82,24.73,34.7,22.35
2022-03-28,66.87,68.73,20.03,24.12,34.54,22.02
2022-03-29,66.87,68.84,19.99,24.5,34.96,21.96
2022-03-30,65.75,64.78,19.84,24.06,34.26,21.9
2022-03-31,66.37,65.28,19.67,24.51,34.33,21.83
2022-04-01,61.99,62.01,19.42,23.91,34.69,21.73
2022-04-04,61.76,60.95,19.45,23.93,35.07,21.52
2022-04-05,60.6,59.38,19.55,24.07,35.22,22.33
2022-04-06,62.23,63.26,19.52,23.93,35.26,22.14
2022-04-07,61.88,63.34,19.44,23.92,34.85,22.18
2022-04-08,62.35,61.32,19.46,23.06,34.37,22.29
2022-04-11,58.12,62.79,19.3,23.35,34.35,21.31
2022-04-12,57.71,62.75,18.71,22.86,34.17,20.81
2022-04-13,58.26,63.19,18.46,22.75,34.41,18.88
2022-04-14,58.09,62.79,18.44,22.76,34.38,19.04
2022-04-18,53.7,58.12,17.88,22.32,33.89,17.91
2022-04-19,53.11,56.07,17.86,20.34,32.05,17.91
2022-04-20,52.97,55.8,15.86,20.32,32.1,19.26
2022-04-21,47.44,54.41,13.45,19.12,31.49,19.21
2022-04-22,44.32,52.59,13.65,20.12,31.13,18.97
2022-04-25,44.29,52.19,14.41,19.68,30.61,19.27
2022-04-26,47.07,56.23,13.84,21.24,30.46,18.7
2022-04-27,47.82,56.67,12.94,20.76,30.65,18.95
2022-04-28,46.03,54.47,12.9,19.18,19.58,18.62
2022-04-29,46.76,55.76,12.8,20.23,19.62,18.8
2022-05-02,46.28,54.24,13.62,19.92,19.02,18.65
2022-05-03,46.37,54.56,13.42,20.06,18.8,18.01
2022-05-04,48.0,56.54,13.66,21.01,18.24,17.93
2022-05-05,52.69,59.29,13.0,22.88,20.87,17.79
2022-05-06,52.0,58.88,12.78,22.59,20.96,18.02
2022-05-09,68.16,75.41,13.31,23.99,22.2,18.18
2022-05-10,65.35,72.96,12.54,23.98,22.24,18.21
2022-05-11,66.9,78.44,12.84,23.3,21.34,19.13
2022-05-12,67.11,79.14,13.16,23.33,21.33,18.85
2022-05-13,67.22,80.01,13.26,24.78,23.09,19.03
2022-05-16,67.37,77.77,13.63,24.6,22.29,18.91
2022-05-17,67.76,78.38,13.55,25.29,22.96,19.03
2022-05-18,68.84,80.67,13.51,26.57,23.32,19.64
2022-05-19,70.77,81.6,14.29,26.52,23.86,19.64
2022-05-20,70.96,81.09,14.22,26.53,23.91,20.0
2022-05-23,70.84,81.31,14.15,27.15,24.07,20.27
2022-05-24,69.46,79.97,14.27,26.99,24.29,20.81
2022-05-25,69.11,79.51,14.06,27.13,24.39,20.86
2022-05-26,68.31,80.24,13.91,27.37,24.54,20.87
2022-05-27,68.15,80.51,13.93,28.04,24.65,20.1
2022-05-31,76.13,90.28,14.02,28.05,25.05,20.95
2022-06-01,77.44,90.89,13.72,27.86,25.09,20.86
2022-06-02,77.98,91.09,14.19,28.59,25.59,19.91
2022-06-03,78.05,91.13,14.4,28.64,25.41,19.83
2022-06-06,80.22,92.92,14.23,27.97,25.32,20.41
2022-06-07,79.88,92.56,13.53,28.06,25.23,20.45
2022-06-08,78.76,91.25,13.51,27.01,24.34,20.26
2022-06-09,78.02,90.46,13.38,27.82,25.2,20.06
2022-06-10,78.13,91.36,13.89,27.96,25.05,20.08
2022-06-13,100.36,118.26,15.8,28.93,26.93,21.61
2022-06-14,100.28,118.02,15.08,28.87,27.31,21.37
2022-06-15,100.71,118.68,15.58,29.24,27.52,22.08
2022-06-16,101.4,120.33,15.67,29.14,28.57,22.16
2022-06-17,100.06,120.63,15.8,27.76,26.68,20.83
2022-06-21,100.4,121.97,15.81,28.64,26.85,20.97
2022-06-22,91.02,115.11,15.33,27.28,26.01,22.37
2022-06-23,92.52,117.95,15.24,27.32,25.98,22.34
2022-06-24,91.09,117.42,15.03,28.58,26.75,21.88
2022-06-27,91.11,116.91,14.36,28.59,26.65,21.97
2022-06-28,91.02,116.52,14.16,27.79,25.54,21.68
2022-06-29,90.57,116.57,13.88,27.79,25.54,22.21
2022-06-30,90.12,115.61,13.88,27.09,24.53,22.08
2022-07-01,89.28,114.05,13.88,25.52,23.58,21.39
2022-07-05,88.8,115.09,14.42,25.55,23.19,21.5
2022-07-06,88.88,116.43,15.0,25.53,23.19,21.77
2022-07-07,90.73,117.46,14.89,25.52,23.87,21.4
2022-07-08,90.44,117.36,14.64,25.43,23.34,20.71
2022-07-11,92.82,120.19,14.62,25.6,24.52,21.37
2022-07-12,93.02,119.55,14.63,25.06,24.0,21.44
2022-07-13,94.46,121.87,14.75,24.13,23.66,21.72
2022-07-14,87.78,117.38,14.99,24.15,23.22,20.96
2022-07-15,86.78,117.27,14.76,24.8,23.31,21.02
2022-07-18,90.13,144.35,14.11,23.87,22.73,21.24
2022-07-19,91.06,144.19,14.03,24.88,23.05,21.29
2022-07-20,89.12,143.52,14.16,24.87,22.95,20.59
2022-07-21,89.14,143.82,14.75,24.97,23.24,20.96
2022-07-22,88.96,143.96,14.81,24.95,23.25,21.27
2022-07-25,90.2,144.97,14.81,24.11,22.42,21.51
2022-07-26,89.9,143.58,14.05,23.16,22.32,21.4
2022-07-27,66.0,122.93,12.65,21.47,20.66,19.18
2022-07-28,66.77,123.49,13.11,21.53,20.3,18.73
2022-07-29,66.67,123.55,12.48,21.41,19.95,18.17
2022-08-01,60.09,117.18,12.09,19.32,17.99,19.2
2022-08-02,60.36,117.29,12.0,19.55,18.01,20.39
2022-08-03,60.39,117.36,12.03,18.91,17.51,19.98
2022-08-04,59.41,115.1,13.01,18.75,16.83,18.58
2022-08-05,57.96,114.58,13.27,18.8,16.81,19.91
2022-08-08,58.2,113.36,13.55,16.82,15.3,19.88
2022-08-09,58.37,113.87,13.59,16.87,15.32,19.71
2022-08-10,58.42,114.53,13.6,17.08,15.68,19.85
2022-08-11,58.28,113.19,13.61,17.01,15.67,20.66
2022-08-12,57.99,112.35,13.8,17.0,15.87,20.71
2022-08-15,57.38,112.96,14.29,17.0,15.81,20.5
2022-08-16,56.36,112.45,12.88,16.84,15.61,20.41
2022-08-17,56.87,112.83,12.13,17.11,15.54,20.04
2022-08-18,55.06,112.59,12.16,16.68,14.58,19.86
2022-08-19,62.7,119.72,12.36,17.29,15.13,20.16
2022-08-22,58.25,114.74,12.42,17.72,13.16,19.53
2022-08-23,57.28,112.86,12.52,17.56,13.16,19.49
2022-08-24,55.96,111.82,12.48,17.47,13.13,19.23
2022-08-25,55.82,110.66,11.72,17.6,14.1,19.61
2022-08-26,58.73,116.22,12.3,19.5,14.86,19.68
2022-08-29,53.7,83.53,12.3,19.59,14.91,19.59
2022-08-30,52.46,83.45,12.55,18.5,14.57,19.56
2022-08-31,52.71,83.48,12.45,18.57,14.56,19.72
2022-09-01,52.76,83.01,12.0,18.32,14.32,19.6
2022-09-02,52.57,82.67,12.27,18.33,14.28,18.93
2022-09-06,52.31,80.65,12.36,18.35,14.59,19.92
2022-09-07,52.92,81.44,12.73,18.58,14.72,20.62
2022-09-08,46.87,71.6,12.46,17.15,13.62,20.73
2022-09-09,55.55,71.39,12.0,17.79,14.32,20.55
2022-09-12,57.36,71.4,12.08,17.76,14.98,20.61
2022-09-13,62.98,73.31,12.43,21.08,17.26,19.05
2022-09-14,62.9,73.98,12.38,21.05,17.31,18.39
2022-09-15,63.26,79.53,13.31,20.79,17.35,17.56
2022-09-16,63.28,79.84,12.33,20.86,17.3,17.6
2022-09-19,62.54,76.78,12.07,21.01,17.35,16.58
2022-09-20,62.5,76.73,11.7,21.21,17.35,15.72
2022-09-21,62.31,77.31,11.77,21.59,17.87,16.77
2022-09-22,63.14,74.71,11.78,20.42,17.3,18.0
2022-09-23,63.11,74.38,12.56,20.97,18.26,17.1
2022-09-26,62.67,72.98,12.29,20.35,17.88,17.32
2022-09-27,62.66,72.86,12.05,20.3,17.91,18.52
2022-09-28,63.02,73.0,13.88,21.58,18.28,21.41
2022-09-29,62.93,72.93,13.83,21.96,19.01,21.31
2022-09-30,62.93,72.76,13.84,21.98,19.02,21.45
2022-10-03,56.15,63.77,15.68,23.4,19.78,21.84
2022-10-04,56.71,64.5,16.17,25.48,22.37,21.84
2022-10-05,56.71,63.88,16.1,25.47,22.27,21.91
2022-10-06,56.75,63.89,16.07,25.55,22.28,21.89
2022-10-07,56.9,63.3,16.3,25.76,21.62,21.4
2022-10-10,54.35,55.65,16.5,24.65,21.59,21.42
2022-10-11,54.35,54.69,16.49,24.68,21.85,21.52
2022-10-12,53.94,54.78,16.46,24.6,21.8,21.59
2022-10-13,53.92,54.29,16.43,25.71,21.78,21.6
2022-10-14,53.97,53.85,16.62,26.27,21.98,21.2
2022-10-17,54.24,54.67,16.41,27.53,23.78,21.03
2022-10-18,51.66,54.75,16.37,27.7,23.65,20.12
2022-10-19,51.3,52.86,16.41,27.36,23.8,19.79
2022-10-20,51.32,52.79,16.36,27.29,23.97,20.08
2022-10-21,40.37,50.2,17.2,27.48,23.99,20.37
2022-10-24,37.75,51.74,17.1,27.18,25.38,20.37
2022-10-25,29.38,54.26,16.78,25.48,24.43,22.56
2022-10-26,30.95,57.44,16.88,25.44,25.0,23.09
2022-10-27,30.7,50.28,15.99,25.33,24.94,23.43
2022-10-28,30.97,50.08,16.17,25.68,24.89,23.41
2022-10-31,30.78,48.54,16.31,25.66,24.82,23.38
2022-11-01,28.93,46.77,16.55,25.42,25.6,23.58
2022-11-02,28.8,45.15,16.59,25.68,25.31,22.84
2022-11-03,25.63,42.26,16.61,25.71,25.4,21.88
2022-11-04,28.63,46.72,18.22,25.84,27.51,22.14
2022-11-07,29.78,49.28,17.9,25.57,27.25,21.73
2022-11-08,42.06,66.91,19.0,25.57,27.31,20.97
2022-11-09,58.67,84.01,18.21,25.63,27.71,18.16
2022-11-10,67.19,99.86,20.12,29.16,28.75,21.76
2022-11-11,67.7,99.89,20.15,29.04,29.59,21.51
2022-11-14,67.84,100.44,19.03,28.66,29.44,20.88
2022-11-15,67.02,100.09,18.64,27.19,28.69,21.53
2022-11-16,67.05,100.41,18.57,27.27,29.16,22.38
2022-11-17,67.06,100.45,18.72,27.0,29.07,22.53
2022-11-18,66.92,100.44,18.53,25.68,28.37,22.44
2022-11-21,68.34,103.07,18.0,25.6,28.3,22.0
2022-11-22,68.93,103.35,17.97,25.48,27.77,22.34
2022-11-23,69.44,104.08,17.99,25.41,27.8,22.83
2022-11-25,69.28,104.15,17.81,24.84,27.9,22.65
2022-11-28,69.38,104.35,17.54,24.33,27.47,22.47
2022-11-29,69.25,104.73,17.56,23.42,27.07,22.73
2022-11-30,70.64,106.32,17.83,24.49,28.06,22.79
2022-12-01,70.66,106.26,17.77,24.14,27.36,23.62
2022-12-02,70.72,106.31,17.82,24.04,27.36,22.95
2022-12-05,70.68,106.6,18.24,24.26,27.53,22.63
2022-12-06,70.65,106.16,18.16,24.58,24.62,22.43
2022-12-07,69.57,103.27,18.26,24.19,24.79,21.97
2022-12-08,69.13,101.64,18.24,24.24,24.64,21.89
2022-12-09,68.92,101.31,18.2,24.2,24.59,23.5
2022-12-12,68.71,100.95,18.09,23.94,24.5,23.31
2022-12-13,69.61,101.55,18.25,23.89,24.41,23.15
2022-12-14,69.63,101.53,18.22,23.95,24.08,23.1
2022-12-15,69.82,101.39,18.86,24.32,25.1,22.96
2022-12-16,70.62,103.51,18.83,24.35,25.09,23.23
2022-12-19,68.9,100.65,16.99,23.6,22.23,23.23
2022-12-20,69.44,101.12,17.4,23.56,22.23,23.74
2022-12-21,63.4,91.46,16.33,23.76,22.27,23.65
2022-12-22,47.25,75.32,16.72,23.36,21.77,23.67
2022-12-23,35.21,53.54,14.34,17.42,19.27,21.74
2022-12-27,34.06,53.5,14.42,16.8,18.12,22.57
2022-12-28,33.42,52.8,14.49,17.01,18.56,22.63
2022-12-29,33.12,52.82,14.54,17.56,17.98,22.39
2022-12-30,32.92,52.15,14.56,17.51,17.82,21.72
2023-01-03,32.95,52.15,14.49,17.5,17.97,22.2
2023-01-04,33.09,53.0,14.45,17.9,19.79,22.4
2023-01-05,28.7,46.13,14.89,18.08,19.38,22.4
2023-01-06,27.89,45.87,15.68,18.97,20.13,22.64
2023-01-09,27.21,45.78,15.63,18.85,20.11,22.16
2023-01-10,27.4,45.75,15.63,18.92,20.03,22.71
2023-01-11,27.7,46.0,15.36,18.62,19.9,23.16
2023-01-12,30.96,45.13,15.57,18.7,19.15,23.44
2023-01-13,32.32,41.9,15.53,16.86,17.53,23.61
2023-01-17,35.97,46.89,15.02,16.86,17.6,21.88
2023-01-18,37.0,48.29,15.0,17.16,17.77,22.69
2023-01-19,36.95,47.57,14.39,16.44,17.42,22.37
2023-01-20,41.86,50.82,14.51,16.67,17.79,22.6
2023-01-23,41.24,50.11,14.39,16.78,17.63,21.49
2023-01-24,41.62,51.63,14.38,16.7,17.44,21.94
2023-01-25,41.5,51.9,14.39,16.61,17.22,20.56
2023-01-26,41.67,52.06,14.45,16.59,17.22,20.6
2023-01-27,41.13,51.47,13.83,16.43,17.34,20.42
2023-01-30,41.47,51.85,13.83,16.81,18.6,20.4
2023-01-31,40.21,50.5,12.68,15.2,17.03,20.51
2023-02-01,37.37,44.06,12.89,14.95,17.23,20.54
2023-02-02,37.26,44.03,14.52,14.78,17.43,19.87
2023-02-03,37.13,43.04,15.89,15.39,18.45,19.66
2023-02-06,38.68,44.4,15.88,15.39,19.01,19.81
2023-02-07,38.72,44.92,15.38,14.98,18.74,19.98
2023-02-08,39.22,45.37,15.38,15.33,18.74,19.47
2023-02-09,42.67,49.97,15.46,15.44,18.38,18.72
2023-02-10,42.59,50.05,15.38,14.79,18.04,18.97
2023-02-13,42.57,50.2,15.42,14.32,17.61,18.85
2023-02-14,42.51,50.61,15.38,14.11,17.01,18.52
2023-02-15,48.91,54.09,15.49,14.11,17.18,18.01
2023-02-16,50.35,54.38,15.23,14.25,14.92,18.07
2023-02-17,50.82,54.63,14.82,13.85,15.26,18.18
2023-02-21,51.08,55.41,13.77,13.45,14.42,18.13
2023-02-22,51.5,54.83,13.82,13.48,14.25,18.29
2023-02-23,51.88,54.83,13.75,13.46,14.15,17.96
2023-02-24,53.04,54.85,13.87,13.71,15.33,17.61
2023-02-27,51.48,54.74,13.43,13.67,15.34,16.5
2023-02-28,49.91,54.83,12.95,13.67,15.18,16.44
2023-03-01,47.14,50.85,13.04,13.69,16.66,16.6
2023-03-02,46.61,49.85,13.03,13.42,16.65,14.8
2023-03-03,48.74,51.52,12.52,14.03,16.72,16.68
2023-03-06,43.56,47.29,12.55,13.32,15.97,16.22
2023-03-07,43.51,47.01,13.34,13.84,16.29,16.33
2023-03-08,43.83,45.51,13.24,13.86,16.38,15.68
2023-03-09,46.75,47.64,13.56,14.54,17.29,15.68
2023-03-10,46.77,47.65,15.01,14.65,16.87,18.79
2023-03-13,75.1,70.47,16.53,14.64,16.94,18.79
2023-03-14,75.21,70.23,16.6,15.0,16.23,19.36
2023-03-15,75.35,70.76,16.73,15.0,16.74,20.06
2023-03-16,75.42,70.16,16.3,15.52,17.01,19.84
2023-03-17,79.83,72.81,17.3,15.45,17.01,20.35
2023-03-20,79.82,73.48,15.44,15.58,16.55,20.04
2023-03-21,79.1,73.68,16.58,16.02,16.48,20.08
2023-03-22,79.78,74.14,17.2,15.88,16.47,20.31
2023-03-23,80.03,75.02,17.47,15.78,17.09,20.27
2023-03-24,79.03,73.27,17.67,15.79,17.0,20.07
2023-03-27,79.13,73.28,17.97,15.84,16.87,21.01
2023-03-28,79.14,73.66,17.95,15.48,17.26,20.88
2023-03-29,79.6,73.25,18.06,15.96,17.3,20.88
2023-03-30,75.62,70.24,17.81,16.16,17.44,20.71
2023-03-31,74.98,69.99,17.93,16.17,17.44,20.61
2023-04-03,74.85,69.5,17.98,16.24,17.16,20.55
2023-04-04,74.82,69.64,18.46,15.42,16.75,19.58
2023-04-05,74.69,69.65,18.31,15.49,16.85,19.62
2023-04-06,74.61,70.02,18.54,15.47,16.83,19.5
2023-04-10,75.15,69.52,18.55,14.88,15.4,19.73
2023-04-11,75.2,69.63,18.57,14.82,15.42,19.73
2023-04-12,74.92,69.32,18.57,14.72,15.42,19.73
2023-04-13,74.84,69.85,18.79,15.14,14.68,19.59
2023-04-14,74.7,70.45,19.75,15.15,14.75,19.6
2023-04-17,73.91,68.71,19.73,14.58,14.58,18.82
2023-04-18,74.15,68.64,19.6,14.57,14.54,18.66
2023-04-19,76.17,73.42,18.79,13.72,13.97,18.61
2023-04-20,76.08,73.02,18.76,13.8,13.95,18.74
2023-04-21,74.17,71.92,19.04,12.79,12.58,18.84
2023-04-24,73.94,71.87,18.18,12.0,12.49,16.18
2023-04-25,48.59,51.84,17.1,13.06,13.73,16.72
2023-04-26,48.32,51.77,17.09,12.6,13.82,16.29
2023-04-27,48.79,51.17,16.99,12.58,13.27,15.57
2023-04-28,48.49,51.27,16.99,11.92,12.67,16.1
2023-05-01,42.57,48.56,14.85,11.33,12.56,17.62
2023-05-02,42.83,47.85,15.86,11.75,12.92,18.97
2023-05-03,42.75,46.7,14.88,11.29,12.7,18.85
2023-05-04,41.71,45.39,14.25,10.83,12.86,18.69
2023-05-05,40.88,47.03,14.65,11.76,12.81,18.71
2023-05-08,44.03,50.87,14.23,11.76,12.78,19.07
2023-05-09,43.85,50.4,14.02,11.86,12.81,17.86
2023-05-10,43.84,49.59,13.88,11.87,12.14,18.08
2023-05-11,42.74,50.09,14.06,11.46,12.15,18.32
2023-05-12,42.68,50.12,13.86,11.3,12.23,18.45
2023-05-15,42.63,49.92,13.76,11.11,13.43,18.13
2023-05-16,42.1,49.89,14.14,11.25,13.57,18.06
2023-05-17,42.09,48.91,13.02,11.52,13.65,17.98
2023-05-18,42.49,48.6,13.51,11.47,13.55,17.71
2023-05-19,42.49,48.36,13.74,11.43,13.49,17.72
2023-05-22,38.72,47.96,13.59,11.43,13.71,17.23
2023-05-23,38.46,48.28,13.46,12.05,14.28,17.24
2023-05-24,39.4,48.76,13.53,12.35,14.3,17.27
2023-05-25,39.32,46.48,13.04,11.75,13.63,17.18
2023-05-26,39.46,44.55,12.21,12.35,14.64,17.25
2023-05-30,40.12,46.24,12.34,12.4,14.9,17.24
2023-05-31,39.02,46.1,12.28,12.56,15.09,17.4
2023-06-01,36.42,40.02,12.46,13.03,15.84,17.44
2023-06-02,36.38,40.67,13.08,13.66,16.64,17.52
2023-06-05,38.42,40.89,12.94,13.69,16.39,17.46
2023-06-06,41.98,42.52,12.91,13.75,16.55,17.3
2023-06-07,42.12,43.16,13.22,12.93,15.56,17.13
2023-06-08,42.15,43.22,13.77,13.0,15.6,17.34
2023-06-09,40.51,42.69,13.78,12.12,15.2,17.13
2023-06-12,40.86,45.26,13.78,12.18,15.16,16.42
2023-06-13,39.19,44.38,13.88,12.31,15.32,14.44
2023-06-14,39.37,46.08,12.55,11.73,15.04,12.56
2023-06-15,39.64,45.78,12.45,11.93,15.14,12.8
2023-06-16,40.79,46.76,12.2,11.9,15.13,12.55
2023-06-20,46.18,44.78,11.76,11.5,15.97,12.72
2023-06-21,45.67,42.75,11.73,11.58,16.05,12.06
2023-06-22,45.7,42.86,11.69,11.47,15.97,12.53
2023-06-23,46.17,42.94,11.77,11.96,16.58,12.55
2023-06-26,45.8,42.6,11.64,11.94,16.56,12.14
2023-06-27,45.75,42.8,11.68,12.2,16.36,11.93
2023-06-28,46.2,43.93,11.62,12.09,15.66,11.6
2023-06-29,46.16,44.08,11.17,11.77,15.59,12.73
2023-06-30,46.09,45.78,11.39,11.88,15.69,13.17
2023-07-03,45.78,45.67,10.83,11.84,15.87,13.09
2023-07-05,46.39,46.28,10.39,11.98,16.01,13.23
2023-07-06,46.9,47.35,10.4,12.62,17.0,13.83
2023-07-07,46.91,47.12,10.68,11.96,16.64,13.9
2023-07-10,45.61,46.26,10.46,11.53,16.45,13.85
2023-07-11,45.61,46.27,10.17,11.65,16.62,13.91
2023-07-12,45.74,46.17,10.86,11.56,17.06,14.1
2023-07-13,45.67,49.34,10.71,11.74,16.88,14.13
2023-07-14,46.78,50.21,10.74,11.5,16.68,13.99
2023-07-17,46.55,50.37,10.47,11.15,16.06,13.94
2023-07-18,46.58,49.95,10.1,10.54,15.62,13.64
2023-07-19,43.21,47.66,9.96,10.45,15.64,14.01
2023-07-20,40.36,46.25,10.07,10.71,15.67,14.38
2023-07-21,38.88,45.48,9.46,10.51,15.61,13.68
2023-07-24,39.77,45.95,8.73,10.4,15.95,13.3
2023-07-25,39.75,45.94,8.85,10.41,16.06,13.3
2023-07-26,39.01,43.04,8.95,10.28,16.11,13.27
2023-07-27,39.09,43.1,9.85,10.35,16.36,14.14
2023-07-28,37.67,40.02,10.12,10.7,17.64,14.02
2023-07-31,37.55,40.21,9.94,10.28,17.47,13.71
2023-08-01,36.97,39.43,10.39,10.48,17.86,14.41
2023-08-02,30.59,37.9,10.03,11.28,18.32,14.45
2023-08-03,24.99,34.27,10.02,11.25,18.29,15.64
2023-08-04,24.99,34.18,9.62,11.28,18.25,16.45
2023-08-07,23.69,34.01,9.62,10.91,17.68,16.23
2023-08-08,24.2,33.97,9.8,11.07,18.08,16.7
2023-08-09,23.88,33.62,9.81,10.79,17.86,16.83
2023-08-10,23.26,32.21,9.79,10.8,17.76,17.25
2023-08-11,22.95,31.99,9.79,10.86,18.24,16.6
2023-08-14,22.95,29.2,9.62,10.4,18.15,16.09
2023-08-15,21.93,29.02,9.64,10.98,18.12,16.1
2023-08-16,21.63,28.5,9.73,11.11,18.21,16.04
2023-08-17,29.1,33.1,9.7,10.69,17.27,15.66
2023-08-18,29.1,32.95,9.41,10.67,17.02,15.69
2023-08-21,29.11,32.92,9.46,10.76,17.04,16.02
2023-08-22,28.9,33.24,9.39,10.49,16.72,16.13
2023-08-23,29.5,34.53,8.99,10.47,16.02,17.53
2023-08-24,26.96,26.21,8.98,10.41,15.44,17.2
2023-08-25,25.39,24.9,8.96,10.62,15.42,17.23
2023-08-28,25.47,24.78,9.01,10.88,15.76,17.24
2023-08-29,31.92,28.9,8.82,11.58,16.17,17.51
2023-08-30,32.12,29.09,8.87,11.61,16.19,17.07
2023-08-31,34.91,30.46,8.77,11.49,16.43,16.9
2023-09-01,34.83,30.47,8.74,11.52,16.83,17.37
2023-09-05,34.33,30.09,8.96,11.56,16.42,17.71
2023-09-06,34.3,30.01,8.85,11.59,16.21,17.77
2023-09-07,34.86,30.07,8.7,11.6,16.3,17.8
2023-09-08,34.96,30.07,7.5,11.5,16.06,17.11
2023-09-11,35.62,32.84,7.1,11.35,14.71,17.07
2023-09-12,36.77,34.12,7.14,11.37,14.69,17.17
2023-09-13,36.77,34.17,6.58,11.24,14.36,16.6
2023-09-14,36.8,34.28,6.46,10.61,12.97,16.46
2023-09-15,36.82,34.48,6.78,10.84,12.91,15.18
2023-09-18,36.9,34.48,6.92,10.83,12.91,14.3
2023-09-19,37.29,34.54,6.9,10.64,12.98,14.18
2023-09-20,36.7,34.15,6.64,10.67,12.6,13.74
2023-09-21,37.05,34.6,6.83,11.59,13.4,15.33
2023-09-22,37.07,34.72,6.89,11.56,13.94,14.98
2023-09-25,37.12,34.72,7.06,11.56,13.39,16.43
2023-09-26,37.11,34.78,7.38,12.17,13.88,16.44
2023-09-27,37.17,34.81,8.17,11.75,13.57,16.42
2023-09-28,37.85,36.5,8.13,11.75,13.39,16.39
2023-09-29,31.67,31.15,8.61,11.64,13.37,16.38
2023-10-02,31.51,30.87,9.06,11.7,13.31,16.88
2023-10-03,31.55,30.88,9.0,12.12,13.77,17.5
2023-10-04,31.68,30.34,8.96,12.22,13.78,17.92
2023-10-05,31.77,29.87,8.27,11.66,12.91,15.98
2023-10-06,31.99,30.4,8.5,11.8,13.68,16.16
2023-10-09,32.24,32.53,10.28,11.7,13.72,17.86
2023-10-10,32.35,32.58,10.22,11.74,14.09,17.83
2023-10-11,27.36,29.19,10.02,11.0,13.67,18.75
2023-10-12,27.03,29.29,9.97,11.13,13.96,20.04
2023-10-13,22.61,27.87,13.91,11.19,13.59,20.86
2023-10-16,28.5,29.33,13.97,11.54,13.29,20.89
2023-10-17,28.54,29.96,13.78,11.46,13.14,20.77
2023-10-18,28.58,29.96,14.33,12.03,13.71,20.78
